#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IGLL5	CD79A	4449581	4433192	9606.ENSP00000431254	9606.ENSP00000221972	0	0	0	0	0.480	0	0.900	0.534	0.973
CCL4	CXCL11	4451651	4438264	9606.ENSP00000482259	9606.ENSP00000306884	0	0	0	0	0.117	0	0.900	0.721	0.973
LYN	PTPRC	4449476	4448605	9606.ENSP00000428924	9606.ENSP00000411355	0	0	0	0	0.177	0.456	0.900	0.480	0.973
ACAT1	ACADS	4435651	4433826	9606.ENSP00000265838	9606.ENSP00000242592	0.055	0	0	0	0.438	0	0.900	0.548	0.972
LAMA1	NID1	4445872	4435391	9606.ENSP00000374309	9606.ENSP00000264187	0	0	0	0	0.093	0.416	0.900	0.541	0.972
CXCL10	CXCL13	4438146	4436695	9606.ENSP00000305651	9606.ENSP00000286758	0	0	0	0	0.153	0	0.900	0.700	0.972
STAT1	STAT3	4442456	4435468	9606.ENSP00000354394	9606.ENSP00000264657	0	0	0	0.948	0.062	0.713	0.900	0.950	0.972
LCP1	FSCN1	4446831	4445678	9606.ENSP00000381581	9606.ENSP00000371798	0	0	0	0	0.066	0	0.900	0.732	0.972
CXCL10	STAT3	4438146	4435468	9606.ENSP00000305651	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.736	0.972
IL21R	STAT3	4440838	4435468	9606.ENSP00000338010	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.737	0.972
STAT1	FGFR3	4442456	4440994	9606.ENSP00000354394	9606.ENSP00000339824	0	0	0	0	0	0.374	0.900	0.593	0.972
CD44	MMP7	4448037	4434758	9606.ENSP00000398632	9606.ENSP00000260227	0	0	0	0	0.065	0.379	0.900	0.582	0.972
IDO1	KYNU	4449569	4435389	9606.ENSP00000430950	9606.ENSP00000264170	0	0	0	0	0	0	0.900	0.736	0.972
CXCL9	CCL20	4442567	4442174	9606.ENSP00000354901	9606.ENSP00000351671	0	0	0	0	0.097	0	0.900	0.705	0.971
COL5A2	COL6A3	4444466	4437161	9606.ENSP00000364000	9606.ENSP00000295550	0	0	0	0.561	0.597	0	0.900	0.727	0.971
CHST3	CHST11	4444113	4438158	9606.ENSP00000362207	9606.ENSP00000305725	0	0	0	0	0	0	0.900	0.730	0.971
STAT3	TIMP1	4435468	4433052	9606.ENSP00000264657	9606.ENSP00000218388	0	0	0	0	0.062	0	0.900	0.720	0.971
ELMO1	RAC2	4438759	4434085	9606.ENSP00000312185	9606.ENSP00000249071	0	0	0	0	0	0.350	0.900	0.590	0.971
SOD2	GPX8	4450194	4449266	9606.ENSP00000446252	9606.ENSP00000423822	0	0	0	0	0.061	0	0.900	0.725	0.971
VAV1	RHOH	4451047	4445600	9606.ENSP00000472929	9606.ENSP00000371219	0	0	0	0	0.156	0.268	0.900	0.586	0.971
VEGFC	THBS1	4451445	4434771	9606.ENSP00000480043	9606.ENSP00000260356	0	0	0	0	0.152	0	0.900	0.677	0.970
COL1A1	PCOLCE	4433346	4433264	9606.ENSP00000225964	9606.ENSP00000223061	0	0	0	0	0.540	0	0.900	0.400	0.970
THBS1	SPARC	4434771	4433520	9606.ENSP00000260356	9606.ENSP00000231061	0	0	0	0	0.096	0.342	0.900	0.562	0.970
CXCL11	CXCL13	4438264	4436695	9606.ENSP00000306884	9606.ENSP00000286758	0	0	0	0	0.153	0	0.900	0.676	0.970
FSCN1	STAT3	4445678	4435468	9606.ENSP00000371798	9606.ENSP00000264657	0	0	0	0	0	0.379	0.900	0.558	0.970
CXCL10	CX3CL1	4438146	4432567	9606.ENSP00000305651	9606.ENSP00000006053	0	0	0	0	0	0	0.900	0.712	0.970
CCL4	CCL20	4451651	4442174	9606.ENSP00000482259	9606.ENSP00000351671	0	0	0	0	0.099	0	0.900	0.698	0.970
CHST15	CHST11	4448230	4438158	9606.ENSP00000402394	9606.ENSP00000305725	0	0	0	0	0	0	0.900	0.712	0.970
CXCL2	CXCL6	4449392	4433365	9606.ENSP00000427279	9606.ENSP00000226317	0	0	0	0.875	0.316	0.550	0.900	0.797	0.969
CCL20	STAT3	4442174	4435468	9606.ENSP00000351671	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.711	0.969
CXCL1	CXCL11	4446449	4438264	9606.ENSP00000379110	9606.ENSP00000306884	0	0	0	0	0.117	0	0.900	0.681	0.969
LYN	STAT3	4449476	4435468	9606.ENSP00000428924	9606.ENSP00000264657	0	0	0	0	0.061	0.404	0.900	0.520	0.969
COL4A1	COL1A2	4444632	4437383	9606.ENSP00000364979	9606.ENSP00000297268	0	0	0.419	0.708	0.566	0.093	0.900	0.684	0.969
COL4A1	COL5A2	4444632	4444466	9606.ENSP00000364979	9606.ENSP00000364000	0	0	0.430	0.699	0.581	0	0.900	0.680	0.969
MMP9	TIMP3	4443919	4435687	9606.ENSP00000361405	9606.ENSP00000266085	0	0	0	0	0	0.457	0.800	0.745	0.969
JAK3	IL7R	4447709	4438199	9606.ENSP00000391676	9606.ENSP00000306157	0	0	0	0	0.084	0.437	0.900	0.473	0.969
CXCL2	CXCL3	4449392	4437221	9606.ENSP00000427279	9606.ENSP00000296026	0	0	0	0.979	0.705	0	0.900	0.834	0.969
CXCL1	CX3CL1	4446449	4432567	9606.ENSP00000379110	9606.ENSP00000006053	0	0	0	0	0.061	0	0.900	0.700	0.969
CXCL8	CEBPB	4438229	4438125	9606.ENSP00000306512	9606.ENSP00000305422	0	0	0	0	0.133	0.294	0.900	0.556	0.969
PTPRC	LCP2	4448605	4432628	9606.ENSP00000411355	9606.ENSP00000046794	0	0	0	0	0.915	0.379	0	0.473	0.969
COL4A1	COL1A1	4444632	4433346	9606.ENSP00000364979	9606.ENSP00000225964	0	0	0.407	0.706	0.575	0	0.900	0.758	0.969
FGF2	KDR	4435443	4435337	9606.ENSP00000264498	9606.ENSP00000263923	0	0	0	0	0.069	0.267	0.600	0.901	0.969
PPARG	EGR1	4436745	4433758	9606.ENSP00000287820	9606.ENSP00000239938	0	0	0	0	0	0.111	0.900	0.671	0.968
PTGDS	PTGS2	4443785	4442894	9606.ENSP00000360687	9606.ENSP00000356438	0	0	0	0	0	0	0.900	0.701	0.968
COL4A1	COL3A1	4444632	4438049	9606.ENSP00000364979	9606.ENSP00000304408	0	0	0.413	0.717	0.570	0	0.900	0.731	0.968
MME	AGT	4448967	4442719	9606.ENSP00000418525	9606.ENSP00000355627	0	0	0	0	0	0.379	0.900	0.537	0.968
IFIT3	ISG20	4443820	4438236	9606.ENSP00000360883	9606.ENSP00000306565	0	0	0	0	0.231	0	0.900	0.620	0.968
CXCL11	CXCL8	4438264	4438229	9606.ENSP00000306884	9606.ENSP00000306512	0	0	0	0	0.107	0	0.900	0.678	0.968
COL5A2	ADAMTS2	4444466	4434181	9606.ENSP00000364000	9606.ENSP00000251582	0	0	0	0	0.186	0.064	0.900	0.640	0.968
MMP3	STAT3	4437610	4435468	9606.ENSP00000299855	9606.ENSP00000264657	0	0	0	0	0	0.379	0.900	0.527	0.968
DDC	MAOA	4448281	4441072	9606.ENSP00000403644	9606.ENSP00000340684	0	0	0	0	0.087	0	0.900	0.682	0.968
FGFR2	STAT3	4448546	4435468	9606.ENSP00000410294	9606.ENSP00000264657	0	0	0	0	0	0.334	0.900	0.558	0.968
COL5A2	COL12A1	4444466	4439744	9606.ENSP00000364000	9606.ENSP00000325146	0	0	0	0.553	0.562	0	0.900	0.685	0.968
OAS2	ISG20	4441243	4438236	9606.ENSP00000342278	9606.ENSP00000306565	0	0	0	0	0.218	0	0.900	0.616	0.967
RHOH	ARHGDIB	4445600	4433442	9606.ENSP00000371219	9606.ENSP00000228945	0	0	0	0	0.114	0.535	0.900	0.312	0.967
VIPR1	RAMP2	4439908	4434325	9606.ENSP00000327246	9606.ENSP00000253796	0	0	0	0	0.061	0.379	0.900	0.510	0.967
ITGAL	CTLA4	4441903	4438004	9606.ENSP00000349252	9606.ENSP00000303939	0	0	0	0	0.102	0	0.900	0.668	0.967
PF4	VWF	4437224	4434871	9606.ENSP00000296029	9606.ENSP00000261405	0	0	0	0	0.061	0	0.900	0.685	0.967
CXCL8	CX3CL1	4438229	4432567	9606.ENSP00000306512	9606.ENSP00000006053	0	0	0	0	0.061	0	0.900	0.685	0.967
JAK3	CD40	4447709	4443911	9606.ENSP00000391676	9606.ENSP00000361359	0	0	0	0	0.085	0.432	0.900	0.443	0.967
JAK3	IL2RA	4447709	4445295	9606.ENSP00000391676	9606.ENSP00000369293	0	0	0	0	0.098	0	0.900	0.669	0.967
ITGAX	LILRB2	4450468	4445945	9606.ENSP00000454623	9606.ENSP00000375629	0	0	0	0	0.558	0	0.900	0.329	0.967
MUC1	MUC20	4451890	4448730	9606.ENSP00000484824	9606.ENSP00000414350	0	0	0	0	0.063	0	0.900	0.669	0.966
CXCL1	CXCL3	4446449	4437221	9606.ENSP00000379110	9606.ENSP00000296026	0	0	0	0.979	0.674	0	0.900	0.792	0.966
CCL20	CXCL13	4442174	4436695	9606.ENSP00000351671	9606.ENSP00000286758	0	0	0	0	0.062	0	0.900	0.674	0.966
MUC1	STAT3	4451890	4435468	9606.ENSP00000484824	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.682	0.966
PECAM1	LYN	4450567	4449476	9606.ENSP00000457421	9606.ENSP00000428924	0	0	0	0	0.076	0.311	0.900	0.529	0.966
MMP1	STAT3	4439553	4435468	9606.ENSP00000322788	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.674	0.966
CCL4	CX3CL1	4451651	4432567	9606.ENSP00000482259	9606.ENSP00000006053	0	0	0	0	0.060	0	0.900	0.675	0.966
COL1A2	ADAMTS2	4437383	4434181	9606.ENSP00000297268	9606.ENSP00000251582	0	0	0	0	0.304	0.064	0.900	0.543	0.966
ADAMTS2	COL1A1	4434181	4433346	9606.ENSP00000251582	9606.ENSP00000225964	0	0	0	0	0.330	0.064	0.900	0.521	0.966
HLA-DRA	HLA-DQB1	4446403	4444478	9606.ENSP00000378786	9606.ENSP00000364080	0	0	0	0.641	0.388	0.297	0.900	0.798	0.966
IL2RA	STAT3	4445295	4435468	9606.ENSP00000369293	9606.ENSP00000264657	0	0	0	0	0	0.336	0.900	0.537	0.966
FUT8	MGAT4B	4442413	4440873	9606.ENSP00000353910	9606.ENSP00000338487	0	0	0	0	0	0	0.900	0.670	0.965
CCL4	CXCL13	4451651	4436695	9606.ENSP00000482259	9606.ENSP00000286758	0	0	0	0	0.076	0	0.900	0.658	0.965
CXCL1	CXCL13	4446449	4436695	9606.ENSP00000379110	9606.ENSP00000286758	0	0	0	0	0	0	0.900	0.665	0.965
IGFBP7	IGFBP5	4437173	4433604	9606.ENSP00000295666	9606.ENSP00000233813	0	0	0	0	0.102	0	0.900	0.651	0.965
CXCR2	CXCL10	4439296	4438146	9606.ENSP00000319635	9606.ENSP00000305651	0	0	0	0	0	0	0.900	0.672	0.965
CCL4	CXCL3	4451651	4437221	9606.ENSP00000482259	9606.ENSP00000296026	0	0	0	0	0.165	0	0.900	0.617	0.965
STAT3	IL1B	4435468	4435241	9606.ENSP00000264657	9606.ENSP00000263341	0	0	0	0	0	0	0.900	0.669	0.965
VAV1	FYN	4451047	4441647	9606.ENSP00000472929	9606.ENSP00000346671	0	0	0	0.558	0.062	0.467	0.900	0.820	0.965
ITGB2	CYBB	4446737	4445083	9606.ENSP00000380948	9606.ENSP00000367851	0	0	0	0	0.577	0	0.900	0.250	0.965
FGFR2	FGFR3	4448546	4440994	9606.ENSP00000410294	9606.ENSP00000339824	0	0	0	0.966	0.156	0.613	0.900	0.908	0.965
ENTPD1	ENPP1	4443695	4442442	9606.ENSP00000360250	9606.ENSP00000354238	0	0	0	0	0.064	0.050	0.900	0.661	0.965
CCL20	GPR29	4442174	4441381	9606.ENSP00000351671	9606.ENSP00000343952	0	0	0	0	0	0	0	0.963	0.964
VAV1	RHOJ	4451047	4439077	9606.ENSP00000472929	9606.ENSP00000316729	0	0	0	0	0	0.268	0.900	0.559	0.964
CXCL8	CXCL3	4438229	4437221	9606.ENSP00000306512	9606.ENSP00000296026	0	0	0	0.865	0.626	0	0.900	0.708	0.964
CCL4	CXCR2	4451651	4439296	9606.ENSP00000482259	9606.ENSP00000319635	0	0	0	0	0.089	0.124	0.900	0.605	0.964
PIK3R5	PIK3R3	4447768	4435132	9606.ENSP00000392812	9606.ENSP00000262741	0	0	0	0	0	0	0.900	0.657	0.964
VAV1	RHOQ	4451047	4433719	9606.ENSP00000472929	9606.ENSP00000238738	0	0	0	0	0	0.268	0.900	0.560	0.964
VCAM1	THBS1	4437090	4434771	9606.ENSP00000294728	9606.ENSP00000260356	0	0	0	0	0.062	0	0.900	0.650	0.964
ITGAL	CD80	4441903	4435403	9606.ENSP00000349252	9606.ENSP00000264246	0	0	0	0	0.111	0	0.900	0.634	0.964
VAV1	RHOU	4451047	4442726	9606.ENSP00000472929	9606.ENSP00000355652	0	0	0	0	0	0.268	0.900	0.558	0.964
LYN	DAPP1	4449476	4449257	9606.ENSP00000428924	9606.ENSP00000423602	0	0	0	0	0.110	0.384	0.900	0.422	0.964
DERL3	ERLEC1	4447158	4432743	9606.ENSP00000384744	9606.ENSP00000185150	0	0	0	0	0.088	0.380	0.900	0.445	0.964
CASP1	CASP4	4449658	4447557	9606.ENSP00000433138	9606.ENSP00000388566	0	0	0	0.937	0.644	0	0.900	0.774	0.964
ARHGAP9	RAC2	4446186	4434085	9606.ENSP00000377380	9606.ENSP00000249071	0	0	0	0	0.240	0.186	0.900	0.479	0.963
FGFR3	STAT3	4440994	4435468	9606.ENSP00000339824	9606.ENSP00000264657	0	0	0	0	0	0.414	0.900	0.425	0.963
COL12A1	COL3A1	4439744	4438049	9606.ENSP00000325146	9606.ENSP00000304408	0	0	0	0.557	0.508	0	0.900	0.647	0.963
PTGDS	PTGES	4443785	4441253	9606.ENSP00000360687	9606.ENSP00000342385	0	0	0	0	0	0	0.900	0.647	0.963
CXCL9	CX3CL1	4442567	4432567	9606.ENSP00000354901	9606.ENSP00000006053	0	0	0	0	0	0	0.900	0.651	0.963
SERPINA1	C3	4448813	4433951	9606.ENSP00000416066	9606.ENSP00000245907	0	0	0	0	0.160	0	0.900	0.595	0.963
PTPRC	BCL6	4448605	4447113	9606.ENSP00000411355	9606.ENSP00000384371	0	0	0	0	0	0.050	0.900	0.642	0.963
ITGB2	SELP	4446737	4435297	9606.ENSP00000380948	9606.ENSP00000263686	0	0	0	0	0.184	0	0.900	0.585	0.963
ACOT4	ACOT8	4439576	4433024	9606.ENSP00000323071	9606.ENSP00000217455	0	0	0	0	0.062	0	0.900	0.646	0.963
CCL20	CXCL6	4442174	4433365	9606.ENSP00000351671	9606.ENSP00000226317	0	0	0	0	0.120	0	0.900	0.617	0.963
IL12RB1	STAT1	4450970	4442456	9606.ENSP00000470788	9606.ENSP00000354394	0	0	0	0	0	0	0.900	0.649	0.963
VIPR1	RAMP3	4439908	4433813	9606.ENSP00000327246	9606.ENSP00000242249	0	0	0	0	0.079	0.379	0.900	0.433	0.963
PCK1	PPARGC1A	4439313	4435507	9606.ENSP00000319814	9606.ENSP00000264867	0	0	0	0	0.078	0	0.900	0.621	0.962
SELL	MADCAM1	4433660	4432866	9606.ENSP00000236147	9606.ENSP00000215637	0	0	0	0	0	0	0.800	0.821	0.962
FPR1	PLAUR	4450996	4440945	9606.ENSP00000471493	9606.ENSP00000339328	0	0	0	0	0.141	0	0.900	0.593	0.962
KIRREL	FYN	4442216	4441647	9606.ENSP00000352138	9606.ENSP00000346671	0	0	0	0	0	0.160	0.900	0.586	0.962
NOD2	BIRC3	4437679	4435265	9606.ENSP00000300589	9606.ENSP00000263464	0	0	0	0	0.105	0.361	0.900	0.407	0.961
CPT1A	PPARGC1A	4435626	4435507	9606.ENSP00000265641	9606.ENSP00000264867	0	0	0	0	0	0	0.900	0.630	0.961
MMP9	MMP1	4443919	4439553	9606.ENSP00000361405	9606.ENSP00000322788	0	0	0	0.750	0.518	0	0.900	0.910	0.961
HSD3B2	HSD17B2	4450147	4432776	9606.ENSP00000445122	9606.ENSP00000199936	0	0	0	0	0.061	0	0.900	0.626	0.961
ABAT	GLUL	4446571	4438369	9606.ENSP00000379845	9606.ENSP00000307900	0.076	0	0	0	0.061	0	0.900	0.610	0.961
CXCR2	PF4	4439296	4437224	9606.ENSP00000319635	9606.ENSP00000296029	0	0	0	0	0.152	0	0.900	0.582	0.961
COL12A1	COL1A1	4439744	4433346	9606.ENSP00000325146	9606.ENSP00000225964	0	0	0	0.557	0.465	0	0.900	0.663	0.960
MUC1	GALNT2	4451890	4442721	9606.ENSP00000484824	9606.ENSP00000355632	0	0	0	0	0.069	0.379	0.900	0.404	0.960
GNA15	RGS2	4435170	4433652	9606.ENSP00000262958	9606.ENSP00000235382	0	0	0	0	0.064	0.455	0.900	0.308	0.960
CD40	CD80	4443911	4435403	9606.ENSP00000361359	9606.ENSP00000264246	0	0	0	0	0.121	0	0	0.956	0.960
CD83	CD86	4445165	4440320	9606.ENSP00000368450	9606.ENSP00000332049	0	0	0	0	0.164	0	0	0.954	0.960
CHST11	VCAN	4438158	4435552	9606.ENSP00000305725	9606.ENSP00000265077	0	0	0	0	0.061	0	0.900	0.610	0.960
CXCL1	LCN2	4446449	4444080	9606.ENSP00000379110	9606.ENSP00000362108	0	0	0	0	0.146	0	0.900	0.562	0.959
ITGAX	SIRPA	4450468	4446972	9606.ENSP00000454623	9606.ENSP00000382941	0	0	0	0	0.098	0	0.900	0.591	0.959
FYN	PIK3R3	4441647	4435132	9606.ENSP00000346671	9606.ENSP00000262741	0	0	0	0	0.055	0.535	0.900	0.177	0.959
IL7R	STAT3	4438199	4435468	9606.ENSP00000306157	9606.ENSP00000264657	0	0	0	0	0	0.379	0.900	0.400	0.959
BTK	FYN	4451790	4441647	9606.ENSP00000483570	9606.ENSP00000346671	0	0	0	0.848	0.063	0.556	0.900	0.654	0.959
MMP12	PLAUR	4450601	4440945	9606.ENSP00000458585	9606.ENSP00000339328	0	0	0	0	0.065	0.379	0.900	0.384	0.959
MMP9	MMP3	4443919	4437610	9606.ENSP00000361405	9606.ENSP00000299855	0	0	0	0.791	0.518	0	0.900	0.911	0.959
CFI	C2	4446295	4437564	9606.ENSP00000378130	9606.ENSP00000299367	0	0	0	0	0.098	0	0.900	0.589	0.959
CXCL2	CX3CL1	4449392	4432567	9606.ENSP00000427279	9606.ENSP00000006053	0	0	0	0	0.061	0	0.900	0.589	0.958
PTGS2	CXCL8	4442894	4438229	9606.ENSP00000356438	9606.ENSP00000306512	0	0	0	0	0.753	0	0	0.839	0.958
VAV3	RHOQ	4443450	4433719	9606.ENSP00000359073	9606.ENSP00000238738	0	0	0	0	0	0.268	0.900	0.473	0.958
RHOH	VAV3	4445600	4443450	9606.ENSP00000371219	9606.ENSP00000359073	0	0	0	0	0.051	0.268	0.900	0.474	0.958
COL3A1	ADAMTS2	4438049	4434181	9606.ENSP00000304408	9606.ENSP00000251582	0	0	0	0	0.310	0.064	0.900	0.435	0.958
FBN1	FSTL1	4439770	4437169	9606.ENSP00000325527	9606.ENSP00000295633	0	0	0	0	0.429	0	0.900	0.328	0.958
CD40	CD86	4443911	4440320	9606.ENSP00000361359	9606.ENSP00000332049	0	0	0	0	0.119	0	0	0.953	0.958
CCL20	CX3CL1	4442174	4432567	9606.ENSP00000351671	9606.ENSP00000006053	0	0	0	0	0	0	0.900	0.601	0.958
ITGAX	CD86	4450468	4440320	9606.ENSP00000454623	9606.ENSP00000332049	0	0	0	0	0.286	0	0	0.942	0.957
VAV1	SOCS1	4451047	4440100	9606.ENSP00000472929	9606.ENSP00000329418	0	0	0	0	0.061	0.460	0.900	0.267	0.957
ACOX2	ACOT8	4438346	4433024	9606.ENSP00000307697	9606.ENSP00000217455	0	0	0	0	0.077	0	0.900	0.580	0.957
ENPP1	ENTPD5	4442442	4440652	9606.ENSP00000354238	9606.ENSP00000335246	0	0	0	0	0.064	0.050	0.900	0.578	0.957
CXCL9	CXCR2	4442567	4439296	9606.ENSP00000354901	9606.ENSP00000319635	0	0	0	0	0	0	0.900	0.597	0.957
HGF	TIMP1	4433227	4433052	9606.ENSP00000222390	9606.ENSP00000218388	0	0	0	0	0.065	0	0.900	0.583	0.957
ACOT4	ACOX2	4439576	4438346	9606.ENSP00000323071	9606.ENSP00000307697	0	0	0	0	0.063	0	0.900	0.584	0.957
MMP10	TIMP1	4436347	4433052	9606.ENSP00000279441	9606.ENSP00000218388	0	0	0	0	0.086	0.861	0	0.690	0.957
CXCL2	CXCL13	4449392	4436695	9606.ENSP00000427279	9606.ENSP00000286758	0	0	0	0	0	0	0.900	0.596	0.957
IL1B	IL1RN	4435241	4434682	9606.ENSP00000263341	9606.ENSP00000259206	0	0	0	0.656	0.396	0	0.900	0.932	0.957
JAK3	IL21R	4447709	4440838	9606.ENSP00000391676	9606.ENSP00000338010	0	0	0	0	0.107	0	0.900	0.557	0.957
VAV3	RHOU	4443450	4442726	9606.ENSP00000359073	9606.ENSP00000355652	0	0	0	0	0	0.268	0.900	0.471	0.957
FPR1	CXCR2	4450996	4439296	9606.ENSP00000471493	9606.ENSP00000319635	0	0	0	0.755	0.532	0	0.900	0.557	0.957
STAT1	SOCS1	4442456	4440100	9606.ENSP00000354394	9606.ENSP00000329418	0	0	0	0	0.064	0.106	0.600	0.887	0.957
CXCR2	CX3CL1	4439296	4432567	9606.ENSP00000319635	9606.ENSP00000006053	0	0	0	0	0	0	0.900	0.594	0.957
CXCL11	CX3CL1	4438264	4432567	9606.ENSP00000306884	9606.ENSP00000006053	0	0	0	0	0	0	0.900	0.583	0.956
ITGAX	C3	4450468	4433951	9606.ENSP00000454623	9606.ENSP00000245907	0	0	0	0	0.063	0.379	0.900	0.348	0.956
LYN	CTLA4	4449476	4438004	9606.ENSP00000428924	9606.ENSP00000303939	0	0	0	0	0	0.384	0.900	0.348	0.956
SLA	FGR	4447831	4444303	9606.ENSP00000394049	9606.ENSP00000363117	0	0	0	0.737	0.560	0.063	0.900	0.167	0.956
AKT3	PIK3R3	4435323	4435132	9606.ENSP00000263826	9606.ENSP00000262741	0	0	0	0	0.062	0.085	0.900	0.550	0.956
AGT	EDNRA	4442719	4438963	9606.ENSP00000355627	9606.ENSP00000315011	0	0	0	0	0.061	0.051	0.900	0.564	0.956
PLAUR	PDGFRB	4440945	4434952	9606.ENSP00000339328	9606.ENSP00000261799	0	0	0	0	0	0	0.900	0.581	0.956
MMP9	TNFAIP6	4443919	4433852	9606.ENSP00000361405	9606.ENSP00000243347	0	0	0	0	0.155	0	0.900	0.527	0.956
PF4	THBS1	4437224	4434771	9606.ENSP00000296029	9606.ENSP00000260356	0	0	0	0	0.060	0	0.900	0.561	0.955
FGR	STAT3	4444303	4435468	9606.ENSP00000363117	9606.ENSP00000264657	0	0	0	0	0.061	0.365	0.900	0.335	0.955
PECAM1	FYN	4450567	4441647	9606.ENSP00000457421	9606.ENSP00000346671	0	0	0	0	0	0.311	0.900	0.410	0.955
NR1H4	ABCB11	4450225	4435322	9606.ENSP00000447149	9606.ENSP00000263817	0	0	0	0	0.106	0.336	0	0.931	0.955
CXCR2	CXCL13	4439296	4436695	9606.ENSP00000319635	9606.ENSP00000286758	0	0	0	0	0	0	0.900	0.572	0.955
PCK1	PPARG	4439313	4436745	9606.ENSP00000319814	9606.ENSP00000287820	0	0	0	0	0.062	0.050	0.900	0.564	0.955
VAV3	RHOJ	4443450	4439077	9606.ENSP00000359073	9606.ENSP00000316729	0	0	0	0	0	0.268	0.900	0.441	0.955
PLAUR	HGF	4440945	4433227	9606.ENSP00000339328	9606.ENSP00000222390	0	0	0	0	0	0.133	0.900	0.527	0.955
CFI	C4BPA	4446295	4442800	9606.ENSP00000378130	9606.ENSP00000356037	0	0	0	0	0.140	0	0.900	0.527	0.955
NOS2	STAT3	4439909	4435468	9606.ENSP00000327251	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.575	0.955
FYN	CD79A	4441647	4433192	9606.ENSP00000346671	9606.ENSP00000221972	0	0	0	0	0	0.316	0.900	0.400	0.955
CCL4	PF4	4451651	4437224	9606.ENSP00000482259	9606.ENSP00000296029	0	0	0	0	0.096	0	0.900	0.544	0.955
COL12A1	COL1A2	4439744	4437383	9606.ENSP00000325146	9606.ENSP00000297268	0	0	0	0.553	0.413	0	0.900	0.606	0.955
ACSL4	ACOX1	4440986	4437000	9606.ENSP00000339787	9606.ENSP00000293217	0.051	0	0	0	0.137	0.162	0.900	0.454	0.955
CYBB	CD53	4445083	4435973	9606.ENSP00000367851	9606.ENSP00000271324	0	0	0	0	0.488	0	0.900	0.199	0.955
STAT3	CD80	4435468	4435403	9606.ENSP00000264657	9606.ENSP00000264246	0	0	0	0	0.061	0	0.900	0.560	0.955
MSN	ICAM1	4442353	4435501	9606.ENSP00000353408	9606.ENSP00000264832	0	0	0	0	0.095	0.358	0.800	0.652	0.954
CCL20	CXCR2	4442174	4439296	9606.ENSP00000351671	9606.ENSP00000319635	0	0	0	0	0	0	0.900	0.566	0.954
ITGAX	STAT3	4450468	4435468	9606.ENSP00000454623	9606.ENSP00000264657	0	0	0	0	0.058	0	0.900	0.556	0.954
VEGFC	HGF	4451445	4433227	9606.ENSP00000480043	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.565	0.954
CXCL8	C3	4438229	4433951	9606.ENSP00000306512	9606.ENSP00000245907	0	0	0	0	0.070	0	0.900	0.546	0.954
ACSL4	ACOX2	4440986	4438346	9606.ENSP00000339787	9606.ENSP00000307697	0.051	0	0	0	0.137	0.162	0.900	0.434	0.954
CXCL3	CXCL13	4437221	4436695	9606.ENSP00000296026	9606.ENSP00000286758	0	0	0	0	0	0	0.900	0.560	0.954
CXCR2	CXCL11	4439296	4438264	9606.ENSP00000319635	9606.ENSP00000306884	0	0	0	0	0	0	0.900	0.563	0.954
RDH5	ALDH1A2	4434580	4434106	9606.ENSP00000257895	9606.ENSP00000249750	0	0	0	0	0.061	0	0.900	0.550	0.954
BTK	WIPF1	4451790	4446038	9606.ENSP00000483570	9606.ENSP00000376330	0	0	0	0	0.157	0	0.900	0.498	0.954
CD34	SELL	4438554	4433660	9606.ENSP00000310036	9606.ENSP00000236147	0	0	0	0	0	0	0.800	0.781	0.954
FYN	PDGFRB	4441647	4434952	9606.ENSP00000346671	9606.ENSP00000261799	0	0	0	0.653	0	0.472	0.900	0.518	0.954
CD86	STAT3	4440320	4435468	9606.ENSP00000332049	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.561	0.954
CYBB	VCAM1	4445083	4437090	9606.ENSP00000367851	9606.ENSP00000294728	0	0	0	0	0.085	0	0.900	0.541	0.954
JAK3	IRS1	4447709	4438085	9606.ENSP00000391676	9606.ENSP00000304895	0	0	0	0	0	0.379	0.900	0.304	0.953
CXCL1	IL1B	4446449	4435241	9606.ENSP00000379110	9606.ENSP00000263341	0	0	0	0	0.601	0	0	0.888	0.953
PTPRC	HLA-DQB1	4448605	4444478	9606.ENSP00000411355	9606.ENSP00000364080	0	0	0	0	0.178	0	0.900	0.484	0.953
MMP1	MMP3	4439553	4437610	9606.ENSP00000322788	9606.ENSP00000299855	0	0	0.298	0.953	0.529	0	0.900	0.921	0.953
HLA-DRA	CD86	4446403	4440320	9606.ENSP00000378786	9606.ENSP00000332049	0	0	0	0	0.400	0	0.900	0.292	0.953
CXCL6	CX3CL1	4433365	4432567	9606.ENSP00000226317	9606.ENSP00000006053	0	0	0	0	0.061	0	0.900	0.541	0.953
IL12RB1	STAT3	4450970	4435468	9606.ENSP00000470788	9606.ENSP00000264657	0	0	0	0	0	0.085	0.900	0.530	0.953
